sentence,tags,tokens,numeric_tags
"On the 2nd day, postoperative CEUS images showed they were still remanent (Fig.2G and I).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['on', 'the', '2nd', 'day', 'postoperative', 'ceus', 'images', 'showed', 'they', 'were', 'still', 'remanent', 'fig2g', 'and', 'i']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"At the corresponding MR imaging, it also showed this in left of tumor (Fig.2H).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['at', 'the', 'corresponding', 'mr', 'imaging', 'it', 'also', 'showed', 'this', 'in', 'left', 'of', 'tumor', 'fig2h']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Thus, the 3rd laser ablation was performed (Fig.2J)2J) and 3 days later CEUS found that there was still a minor lesion located in the separation gap of last 2 needles (Fig.3A).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['thus', 'the', '3rd', 'laser', 'ablation', 'was', 'performed', 'fig2j2j', 'and', '3', 'days', 'later', 'ceus', 'found', 'that', 'there', 'was', 'still', 'a', 'minor', 'lesion', 'located', 'in', 'the', 'separation', 'gap', 'of', 'last', '2', 'needles', 'fig3a']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Subsequently the patient had the 4th ablation along this separation gap until hyperechoic overlay (Fig.3B–D), then 3 days later, based on these 4 treatments, enhanced CT image of the retroperitoneal mass suggested complete necrosis (Fig.3E–G).3E–G).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['subsequently', 'the', 'patient', 'had', 'the', '4th', 'ablation', 'along', 'this', 'separation', 'gap', 'until', 'hyperechoic', 'overlay', 'fig3b–d', 'then', '3', 'days', 'later', 'based', 'on', 'these', '4', 'treatments', 'enhanced', 'ct', 'image', 'of', 'the', 'retroperitoneal', 'mass', 'suggested', 'complete', 'necrosis', 'fig3e–g3e–g']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After the following 1 month, substance phase MR revealed low-intensity signal of tumor necrosis with resolution of his problems (Fig.3H).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['after', 'the', 'following', '1', 'month', 'substance', 'phase', 'mr', 'revealed', 'low-intensity', 'signal', 'of', 'tumor', 'necrosis', 'with', 'resolution', 'of', 'his', 'problems', 'fig3h']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Until 5 months after 4 ablations, CT showed the tumor PR with little enhanced recurrence (yellow arrows), which located in the left lower edge of original lesions (Fig.4A and B).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['until', '5', 'months', 'after', '4', 'ablations', 'ct', 'showed', 'the', 'tumor', 'pr', 'with', 'little', 'enhanced', 'recurrence', 'yellow', 'arrows', 'which', 'located', 'in', 'the', 'left', 'lower', 'edge', 'of', 'original', 'lesions', 'fig4a', 'and', 'b']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"On laboratory test of tumor markers, the levels of carcinoembryonic antigen, alpha fetoprotein, and carbohydrate antigen 19–9 indicated 3.6 ng/mL, 26.7 ng/mL, and 8.1 U/mL, respectively.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['on', 'laboratory', 'test', 'of', 'tumor', 'markers', 'the', 'levels', 'of', 'carcinoembryonic', 'antigen', 'alpha', 'fetoprotein', 'and', 'carbohydrate', 'antigen', '19–9', 'indicated', '36', 'ng/ml', '267', 'ng/ml', 'and', '81', 'u/ml', 'respectively']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
No obvious side effects were discovered in this case during these procedures.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['no', 'obvious', 'side', 'effects', 'were', 'discovered', 'in', 'this', 'case', 'during', 'these', 'procedures']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A 61-year-old male patient had a history of chronic obstructive pulmonary disease under regular bronchodilator treatment.,"['O', 'B-Age', 'B-Sex', 'O', 'O', 'O', 'O', 'O', 'B-History', 'I-History', 'I-History', 'I-History', 'O', 'B-History', 'I-History', 'I-History']","['a', '61-year-old', 'male', 'patient', 'had', 'a', 'history', 'of', 'chronic', 'obstructive', 'pulmonary', 'disease', 'under', 'regular', 'bronchodilator', 'treatment']","[0, 1, 3, 0, 0, 0, 0, 0, 15, 16, 16, 16, 0, 15, 16, 16]"
"In 2014, he suffered from severe productive cough with mucus sputum for several months and unintentional body weight loss 6 kg within 6 months.","['O', 'B-Date', 'O', 'O', 'O', 'B-Severity', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'B-Detailed_description', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Duration', 'I-Duration', 'I-Duration']","['in', '2014', 'he', 'suffered', 'from', 'severe', 'productive', 'cough', 'with', 'mucus', 'sputum', 'for', 'several', 'months', 'and', 'unintentional', 'body', 'weight', 'loss', '6', 'kg', 'within', '6', 'months']","[0, 39, 0, 0, 0, 49, 13, 9, 0, 13, 14, 37, 38, 38, 0, 13, 0, 9, 10, 0, 37, 38, 38]"
"After sputum analysis and chest imaging examinations in May 2014, he was diagnosed of squamous cell carcinoma in right upper lobe lung (cT3N2M0, stage IIIa).","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Biological_structure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Date', 'I-Date', 'O', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'B-Lab_value', 'I-Lab_value']","['after', 'sputum', 'analysis', 'and', 'chest', 'imaging', 'examinations', 'in', 'may', '2014', 'he', 'was', 'diagnosed', 'of', 'squamous', 'cell', 'carcinoma', 'in', 'right', 'upper', 'lobe', 'lung', 'ct3n2m0', 'stage', 'iiia']","[0, 19, 20, 0, 11, 19, 20, 0, 39, 40, 0, 0, 0, 0, 25, 26, 26, 0, 11, 12, 12, 12, 0, 23, 24]"
Then he received neoadjuvant chemoradiotherapy (etoposide 70 mg [45 mg/m2] + cisplatin 79 mg [50 mg/m2]; 4500 cGY in 25 fractions) from June to July 2014.,"['O', 'O', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'I-Dosage', 'I-Dosage', 'I-Dosage', 'B-Duration', 'I-Duration', 'I-Duration', 'I-Duration', 'I-Duration']","['then', 'he', 'received', 'neoadjuvant', 'chemoradiotherapy', 'etoposide', '70', 'mg', '45', 'mg/m2', '', 'cisplatin', '79', 'mg', '50', 'mg/m2', '4500', 'cgy', 'in', '25', 'fractions', 'from', 'june', 'to', 'july', '2014']","[0, 0, 0, 13, 33, 0, 0, 0, 0, 0, 0, 60, 60, 60, 37, 38, 38, 38, 38]"
"In October 2014, surgical intervention was arranged.","['O', 'B-Date', 'I-Date', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O']","['in', 'october', '2014', 'surgical', 'intervention', 'was', 'arranged']","[0, 39, 40, 33, 34, 0, 0]"
"Because the tumor was located at right hilum and invaded main bronchus and major vessels, video-assisted thoracoscopic surgery with right side intrapericardial pneumonectomy was performed.","['O', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'B-Detailed_description', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'B-Detailed_description', 'I-Detailed_description', 'B-Biological_structure', 'B-Therapeutic_procedure', 'O', 'O']","['because', 'the', 'tumor', 'was', 'located', 'at', 'right', 'hilum', 'and', 'invaded', 'main', 'bronchus', 'and', 'major', 'vessels', 'video-assisted', 'thoracoscopic', 'surgery', 'with', 'right', 'side', 'intrapericardial', 'pneumonectomy', 'was', 'performed']","[0, 0, 9, 0, 0, 0, 11, 12, 0, 0, 11, 12, 0, 11, 12, 13, 13, 33, 0, 13, 14, 11, 33, 0, 0]"
"Postoperatively, pathological exams revealed squamous cell carcinoma, T3N0M0, stage IIB.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'I-Disease_disorder', 'B-Lab_value', 'B-Lab_value', 'I-Lab_value']","['postoperatively', 'pathological', 'exams', 'revealed', 'squamous', 'cell', 'carcinoma', 't3n0m0', 'stage', 'iib']","[0, 19, 20, 0, 25, 26, 26, 23, 23, 24]"
The postoperative course was smooth but he suffered from severe cough and right chest pain one month later.,"['O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'O', 'O', 'B-Severity', 'B-Sign_symptom', 'O', 'B-Biological_structure', 'I-Biological_structure', 'B-Sign_symptom', 'B-Date', 'I-Date', 'I-Date']","['the', 'postoperative', 'course', 'was', 'smooth', 'but', 'he', 'suffered', 'from', 'severe', 'cough', 'and', 'right', 'chest', 'pain', 'one', 'month', 'later']","[0, 33, 34, 0, 23, 0, 0, 0, 0, 49, 9, 0, 11, 12, 9, 39, 40, 40]"
"Laboratory exams revealed leukocytosis (white blood cells = 21,860 μL) and elevated C-reactive protein to 23.94 mg/dL.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'O', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O']","['laboratory', 'exams', 'revealed', 'leukocytosis', 'white', 'blood', 'cells', '=', '21860', 'μl', 'and', 'elevated', 'c-reactive', 'protein', 'to', '2394', 'mg/dl']","[19, 20, 0, 9, 0, 20, 0, 0, 23, 19, 20, 0, 0]"
Chest X-ray showed cavitary lesion and computed tomography showed pleural effusion and fluid collection with mottled gas appearance in the dependent portion of right hemithorax (Fig.1A).,"['B-Biological_structure', 'B-Diagnostic_procedure', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O']","['chest', 'x-ray', 'showed', 'cavitary', 'lesion', 'and', 'computed', 'tomography', 'showed', 'pleural', 'effusion', 'and', 'fluid', 'collection', 'with', 'mottled', 'gas', 'appearance', 'in', 'the', 'dependent', 'portion', 'of', 'right', 'hemithorax', 'fig1a']","[11, 19, 0, 13, 9, 0, 19, 20, 0, 9, 10, 0, 9, 10, 0, 13, 14, 14, 0, 0, 11, 12, 12, 12, 12, 0]"
"According to the patient's history, results of laboratory exams, and imaging findings, postpneumonectomy empyema was diagnosed and bronchopleural fistula was highly suspected.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'O', 'O']","['according', 'to', 'the', ""patient's"", 'history', 'results', 'of', 'laboratory', 'exams', 'and', 'imaging', 'findings', 'postpneumonectomy', 'empyema', 'was', 'diagnosed', 'and', 'bronchopleural', 'fistula', 'was', 'highly', 'suspected']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 0, 0, 0, 25, 26, 0, 0, 0]"
"After admission, chest tube drainage was inserted and bronchoscopic tissue glue sealing was performed.","['O', 'B-Clinical_event', 'B-Biological_structure', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O']","['after', 'admission', 'chest', 'tube', 'drainage', 'was', 'inserted', 'and', 'bronchoscopic', 'tissue', 'glue', 'sealing', 'was', 'performed']","[0, 5, 11, 33, 34, 0, 0, 0, 13, 33, 34, 34, 0, 0]"
"However, persistent air leakage was presented and we decided to repair the bronchial stump with flap coverage.","['O', 'B-Detailed_description', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure']","['however', 'persistent', 'air', 'leakage', 'was', 'presented', 'and', 'we', 'decided', 'to', 'repair', 'the', 'bronchial', 'stump', 'with', 'flap', 'coverage']","[0, 13, 9, 10, 0, 0, 0, 0, 0, 0, 33, 0, 11, 12, 0, 33, 34]"
"Because the patient just received neoadjuvant chemoradiotherapy a few months ago, the flaps harvested from chest area were not appropriate because the pedicle arteries might have been injured by irradiation.","['O', 'O', 'O', 'O', 'O', 'B-Detailed_description', 'B-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['because', 'the', 'patient', 'just', 'received', 'neoadjuvant', 'chemoradiotherapy', 'a', 'few', 'months', 'ago', 'the', 'flaps', 'harvested', 'from', 'chest', 'area', 'were', 'not', 'appropriate', 'because', 'the', 'pedicle', 'arteries', 'might', 'have', 'been', 'injured', 'by', 'irradiation']","[0, 0, 0, 0, 0, 13, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"After discussing with the plastic surgeon, we decided to repair the bronchial stump by a TRAM flap.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure']","['after', 'discussing', 'with', 'the', 'plastic', 'surgeon', 'we', 'decided', 'to', 'repair', 'the', 'bronchial', 'stump', 'by', 'a', 'tram', 'flap']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 11, 12, 0, 0, 33, 34]"
"Intraoperatively, the patient was placed in supine.","['O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'I-Therapeutic_procedure']","['intraoperatively', 'the', 'patient', 'was', 'placed', 'in', 'supine']","[0, 0, 0, 0, 33, 34, 34]"
Right side exploratory thoracotomy was performed and the bronchial stump was located.,"['B-Detailed_description', 'I-Detailed_description', 'B-Detailed_description', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O']","['right', 'side', 'exploratory', 'thoracotomy', 'was', 'performed', 'and', 'the', 'bronchial', 'stump', 'was', 'located']","[13, 14, 13, 19, 0, 0, 0, 0, 11, 12, 0, 0]"
The superior epigastric vascular artery and right rectus abdominis muscle was identified and the location of the TRAM flap was marked on the skin (Fig.2A).,"['O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'I-Detailed_description', 'O']","['the', 'superior', 'epigastric', 'vascular', 'artery', 'and', 'right', 'rectus', 'abdominis', 'muscle', 'was', 'identified', 'and', 'the', 'location', 'of', 'the', 'tram', 'flap', 'was', 'marked', 'on', 'the', 'skin', 'fig2a']","[0, 11, 12, 12, 12, 0, 11, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 33, 34, 0, 13, 14, 14, 14, 0]"
Then the TRAM flap was harvested from right rectus abdominis (Fig.2B) and was deepithelialized (Fig.2C).,"['O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Therapeutic_procedure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'O']","['then', 'the', 'tram', 'flap', 'was', 'harvested', 'from', 'right', 'rectus', 'abdominis', 'fig2b', 'and', 'was', 'deepithelialized', 'fig2c']","[0, 0, 33, 34, 0, 33, 0, 11, 12, 12, 0, 0, 0, 33, 0]"
"Through a subcutaneous tunnel, the TRAM flap was moved toward the right thoracic space with no tension or kinking on the pedicle (Fig.2D).","['O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'O', 'O', 'B-Biological_structure', 'O']","['through', 'a', 'subcutaneous', 'tunnel', 'the', 'tram', 'flap', 'was', 'moved', 'toward', 'the', 'right', 'thoracic', 'space', 'with', 'no', 'tension', 'or', 'kinking', 'on', 'the', 'pedicle', 'fig2d']","[0, 0, 33, 34, 0, 33, 34, 0, 0, 0, 0, 11, 12, 12, 0, 0, 9, 0, 9, 0, 0, 11, 0]"
Then the TRAM flap was fixed to posterior chest wall to cover the bronchial stump (Fig.2E) and the tissue glue was also applied to the bronchial stump under bronchoscope.,"['O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'B-Diagnostic_procedure']","['then', 'the', 'tram', 'flap', 'was', 'fixed', 'to', 'posterior', 'chest', 'wall', 'to', 'cover', 'the', 'bronchial', 'stump', 'fig2e', 'and', 'the', 'tissue', 'glue', 'was', 'also', 'applied', 'to', 'the', 'bronchial', 'stump', 'under', 'bronchoscope']","[0, 0, 33, 34, 0, 0, 0, 11, 12, 12, 0, 0, 0, 11, 12, 0, 0, 0, 33, 34, 0, 0, 0, 0, 0, 11, 12, 0, 19]"
The donor site of flap was closed with mesh repair.,"['O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure']","['the', 'donor', 'site', 'of', 'flap', 'was', 'closed', 'with', 'mesh', 'repair']","[0, 11, 12, 12, 12, 0, 0, 0, 33, 34]"
The postoperative course was smooth and the air leak was diminished gradually.,"['O', 'B-Therapeutic_procedure', 'I-Therapeutic_procedure', 'O', 'B-Lab_value', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'B-Lab_value', 'O']","['the', 'postoperative', 'course', 'was', 'smooth', 'and', 'the', 'air', 'leak', 'was', 'diminished', 'gradually']","[0, 33, 34, 0, 23, 0, 0, 9, 10, 0, 23, 0]"
Then the patient was discharge under stable condition and was free from air leak after following for 12 months (Fig.1B).,"['O', 'O', 'O', 'O', 'B-Clinical_event', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'I-Sign_symptom', 'B-Date', 'I-Date', 'I-Date', 'I-Date', 'I-Date', 'O']","['then', 'the', 'patient', 'was', 'discharge', 'under', 'stable', 'condition', 'and', 'was', 'free', 'from', 'air', 'leak', 'after', 'following', 'for', '12', 'months', 'fig1b']","[0, 0, 0, 0, 5, 0, 9, 10, 0, 0, 0, 0, 9, 10, 39, 40, 40, 40, 40, 0]"
The patient provided written informed consent for publication of this report and all accompanying images.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['the', 'patient', 'provided', 'written', 'informed', 'consent', 'for', 'publication', 'of', 'this', 'report', 'and', 'all', 'accompanying', 'images']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"A 63-year-old male patient without smoking or drinking history was admitted on June 11, 2014.","['O', 'B-Age', 'B-Sex', 'O', 'B-History', 'I-History', 'I-History', 'I-History', 'I-History', 'O', 'B-Clinical_event', 'B-Date', 'I-Date', 'O', 'I-Date']","['a', '63-year-old', 'male', 'patient', 'without', 'smoking', 'or', 'drinking', 'history', 'was', 'admitted', 'on', 'june', '11', '2014']","[0, 1, 3, 0, 15, 16, 16, 16, 16, 0, 5, 39, 40, 0, 40]"
"His major complaints were gradually aggravated dysphagia and fatigue, on suspicion of obstructive disease in upper digestive tract.","['O', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom', 'O', 'B-Sign_symptom', 'O', 'O', 'O', 'B-Disease_disorder', 'I-Disease_disorder', 'O', 'B-Biological_structure', 'I-Biological_structure', 'I-Biological_structure']","['his', 'major', 'complaints', 'were', 'gradually', 'aggravated', 'dysphagia', 'and', 'fatigue', 'on', 'suspicion', 'of', 'obstructive', 'disease', 'in', 'upper', 'digestive', 'tract']","[0, 0, 0, 0, 0, 0, 9, 0, 9, 0, 0, 0, 25, 26, 0, 11, 12, 12]"
"He had been an athlete before, and then retired in good physical status before admission.","['O', 'B-Occupation', 'I-Occupation', 'I-Occupation', 'I-Occupation', 'O', 'O', 'O', 'B-History', 'I-History', 'I-History', 'I-History', 'I-History', 'O', 'O']","['he', 'had', 'been', 'an', 'athlete', 'before', 'and', 'then', 'retired', 'in', 'good', 'physical', 'status', 'before', 'admission']","[0, 65, 66, 66, 66, 0, 0, 0, 15, 16, 16, 16, 16, 0, 0]"
His family and social history indicated nothing abnormal.,"['B-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History', 'I-History']","['his', 'family', 'and', 'social', 'history', 'indicated', 'nothing', 'abnormal']","[15, 16, 16, 16, 16, 16, 16, 16]"
"Thorough physical examination of his skin, oral mucosa, eyes, and genital areas failed to identify any superficial lesions.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Biological_structure', 'B-Biological_structure', 'I-Biological_structure', 'B-Biological_structure', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O', 'O', 'B-Sign_symptom']","['thorough', 'physical', 'examination', 'of', 'his', 'skin', 'oral', 'mucosa', 'eyes', 'and', 'genital', 'areas', 'failed', 'to', 'identify', 'any', 'superficial', 'lesions']","[0, 19, 20, 0, 0, 11, 11, 12, 11, 0, 11, 12, 0, 0, 0, 0, 0, 9]"
"Additionally, laboratory tests including hepatic function, renal function, and serum tumor markers such as carcinoembryonic antigen, cytokeratin 19 fragment, squamous cell carcinoma, neuron-specific enolase, and carbohydrate antigen 125 were all in normal range.","['O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Lab_value', 'I-Lab_value', 'I-Lab_value']","['additionally', 'laboratory', 'tests', 'including', 'hepatic', 'function', 'renal', 'function', 'and', 'serum', 'tumor', 'markers', 'such', 'as', 'carcinoembryonic', 'antigen', 'cytokeratin', '19', 'fragment', 'squamous', 'cell', 'carcinoma', 'neuron-specific', 'enolase', 'and', 'carbohydrate', 'antigen', '125', 'were', 'all', 'in', 'normal', 'range']","[0, 19, 20, 0, 19, 20, 19, 20, 0, 19, 20, 20, 0, 0, 19, 20, 19, 20, 20, 19, 20, 20, 19, 20, 0, 19, 20, 20, 0, 0, 23, 24, 24]"
"Therefore, further endoscopic and radiological examinations were carried out for accurate diagnosis.","['O', 'O', 'B-Detailed_description', 'O', 'B-Detailed_description', 'B-Diagnostic_procedure', 'O', 'O', 'O', 'O', 'O', 'O']","['therefore', 'further', 'endoscopic', 'and', 'radiological', 'examinations', 'were', 'carried', 'out', 'for', 'accurate', 'diagnosis']","[0, 0, 13, 0, 13, 19, 0, 0, 0, 0, 0, 0]"
"Endoscopic examination revealed a slightly pigmented, irregular mass, which was located in lower esophagus, measuring 5.0 cm × 3.0 cm in size.","['B-Diagnostic_procedure', 'I-Diagnostic_procedure', 'O', 'O', 'B-Color', 'I-Color', 'B-Detailed_description', 'B-Sign_symptom', 'O', 'O', 'O', 'O', 'B-Biological_structure', 'I-Biological_structure', 'O', 'O', 'O', 'O']","['endoscopic', 'examination', 'revealed', 'a', 'slightly', 'pigmented', 'irregular', 'mass', 'which', 'was', 'located', 'in', 'lower', 'esophagus', 'measuring', '50', 'cm', '×', '30', 'cm', 'in', 'size']","[19, 20, 0, 0, 41, 42, 13, 9, 0, 0, 0, 0, 11, 12, 0, 0, 0, 0]"
"Fine needle biopsy of the lesion revealed esophageal melanoma, which was confirmed by histopathology.","['B-Detailed_description', 'I-Detailed_description', 'B-Diagnostic_procedure', 'O', 'O', 'B-Coreference', 'O', 'B-Biological_structure', 'B-Disease_disorder', 'O', 'O', 'O', 'O', 'B-Diagnostic_procedure']","['fine', 'needle', 'biopsy', 'of', 'the', 'lesion', 'revealed', 'esophageal', 'melanoma', 'which', 'was', 'confirmed', 'by', 'histopathology']","[13, 14, 19, 0, 0, 29, 0, 11, 25, 0, 0, 0, 0, 19]"
